Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social,sales_total,sales_ps,sales_growth
PGN.1,Progress Energy Inc.,12/31/2008,10520.4,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Atlantic Electric Utilities,4.150000095,4.800000191,4.590000153,9167,35.14953988,-8.713403704
PGR,Progressive Corporation,12/31/2008,10018.965,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102015,Personal Insurance,3.0151E+11,Auto Insurance,3.650000095,5.190000057,5.380000114,14690.1,21.80249295,-0.040827158
SCN,Prologis,12/31/2008,3708.69945,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Industrial and Warehouse Equity REITs,-,-,-,2351.655,4.412763722,-62.13043374
PRU,"Prudential Financial, Inc.",12/31/2008,12809.65954,30,Finance,3015,Insurance,301510,Insurance,30151030,Diversified Insurance,3015103010,Diversified Insurance,3.0151E+11,Diversified Insurance,6.739999771,5.710000038,4.619999886,33319,76.48598564,-4.029610001
PEG,Public Service Enterprise Group Inc,12/31/2008,14760.54208,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102530,US Traditional Fuel Wholesale Power,6.5101E+11,US Traditional Fuel Wholesale Power,5.760000229,6.610000134,5.550000191,13344,26.202385,3.731343284
PSA,Public Storage,12/31/2008,13378.23869,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Self-Storage Equity REITs,4.670000076,5.800000191,5.070000172,1745.607,10.33619133,-3.911188665
PHM,"PulteGroup, Inc.",12/31/2008,2821.792001,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,4.269999981,4.380000114,4.269999981,6288.376,24.70515794,-31.55550089
QLGC,QLogic Corporation,12/31/2008,1649.46432,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152020,Data Storage Hardware,5515202020,Information and Disk Storage Systems,5.5152E+11,Disk Storage Systems,6.269999981,4.5,4.670000076,663.038,4.18377758,13.29354332
QCOM,QUALCOMM Incorporated,12/31/2008,59083.67,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102040,Specialized Semiconductors,5510204010,Communications Semiconductors,5.5102E+11,Other Communications Semiconductors,2.579999924,3.349999905,4.210000038,11219,6.712048193,20.73826948
DGX,Quest Diagnostics Incorporated,12/31/2008,9882.31434,35,Healthcare,3515,Healthcare Services,351515,Patient Care,35151515,Ambulatory and Outpatient Diagnostic Patient Care,3515151510,Clinical Laboratory Patient Diagnostics,3.51515E+11,General Clinical Laboratories,6.130000114,5.5,6.659999847,7249.447,36.99471318,8.121514586
STR,Questar Corporation,12/31/2008,5674.984,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,US Rockies Fossil Fuel Exploration/Production,3.450000048,6.820000172,4.5,3541.1,19.67688813,30.14922082
QWST,Qwest Communications International Inc,12/31/2008,6212.58456,60,Telecommunications,6010,Telecommunications,601015,Wireless and Wireline Telecommunications Services,60101515,Wireline Services,6010151530,United States Wireline Services,6.01015E+11,Multi-Type United States Wireline Services,2.579999924,6.420000076,4.170000076,13475,7.759473035,-2.199158078
RRD,R.R. Donnelley & Sons Company,12/31/2008,2794.759884,-,-,-,-,-,-,-,-,-,-,-,-,6.010000229,6.340000153,7.380000114,11581.6,165.2940074,-0.047466579
RSHCQ,RadioShack Corp.,12/31/2008,1493.49102,20,Consumer Cyclicals,2025,Consumer Retail,202515,Electronics and Entertainment Retail,20251510,Electronics Retail,2025151020,Consumer Electronics Stores,2.02515E+11,Consumer Electronics Stores,3.049999952,4.300000191,3.170000076,4224.5,32.72269558,-0.639744102
RRC,Range Resources Corporation,12/31/2008,5343.362998,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Eastern Region Fossil Fuel Exploration/Production,-,-,-,1235.669,7.925408643,37.27642168
RTN,Raytheon Company,12/31/2008,20416,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101015,Defense Manufacturing,4010101510,Other Defense Manufacturing,4.0101E+11,Defense Contractors,5.599999905,5.75,6.170000076,23174,54.69435922,8.793014412
RF,Regions Financial Corporation,12/31/2008,5503.273018,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States Southern Commercial Banks,4.730000019,3.609999895,6.039999962,9674.032,13.70084302,-11.29541098
RSG,"Republic Services, Inc.",12/31/2008,9383.015,10,Business Services,1010,Business Services,101025,Waste Management Services,10102510,General Waste Collection,1010251010,General Waste Collection,1.01025E+11,General Waste Collection,4.25,4.639999866,4.619999886,3685.1,18.57868123,16.02229079
RAI,Reynolds American Inc.,12/31/2008,11748.38022,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501520,Tobacco Production,50152010,Cigarette Manufacturing,5015201010,Cigarette Manufacturing,5.0152E+11,Cigarette Manufacturing,2.349999905,7,2.789999962,8845,7.545022759,-1.97273634
RHI,Robert Half International Inc.,12/31/2008,3142.640006,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151010,Administrative Employment Services,1.01015E+11,Staffing Services,1.840000033,4.460000038,6.829999924,4600.554,30.01229051,-0.971055603
ROK,"Rockwell Automation, Inc.",12/31/2008,4571.632,55,Technology,5510,Electronic Components and Manufacturing,551025,Electronic Equipment Manufacturing,55102510,Electronics Manufacturing Equipment,5510251010,Electronics Manufacturing Equipment Manufacturing,5.51025E+11,Electronics Manufacturing Equipment Manufacturing,6.050000191,4.5,5.829999924,5555.1,38.44669366,7.044994701
COL,"Rockwell Collins, Inc.",12/31/2008,6180.129,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152025,General Computer Hardware,5515202515,Diversified Technology Hardware,5.5152E+11,Diversified Technology Hardware,6.340000153,6,7.71999979,4715,29.27562922,3.992059991
ROH,Rohm & Haas Co.,12/31/2008,12063.49193,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102030,Other Specialty/Performance Chemical Manufacturing,4510203010,Diversified Specialty/Performance Chemicals Makers,4.5102E+11,Diversified Specialty/Performance Chemicals Makers,6.199999809,6.21999979,6.920000076,9575,48.72773537,7.620546252
RDC,Rowan Cos. Plc Class A,12/31/2008,1797.270538,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201515,Oil and Gas Well Drilling,2.5102E+11,Offshore Oil and Gas Well Drilling,3.74000001,5.329999924,2.430000067,2212.736,19.52195931,5.618798093
R,"Ryder System, Inc.",12/31/2008,2158.419528,20,Consumer Cyclicals,2015,Miscellaneous Retail,201510,Auto Retail,20151020,Motor Vehicles and Parts Sales and Rental,2015102010,Automotive Equipment Rental,2.0151E+11,"Truck, Trailer and Recreational Vehicle Rental",4.53000021,5.510000229,5.840000153,6203.743,109.2400599,-5.51709223
SWY,Safeway Inc.,12/31/2008,14040.939,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501010,Food and Beverage Retail,50101020,Grocery Stores,5010102020,Supermarkets,5.0101E+11,United States Supermarkets,7.619999886,6.179999828,6.269999981,44104,101.0864084,4.299295275
CRM,"salesforce.com, inc.",12/31/2008,3905.22,55,Technology,5520,Software and Consulting,552015,Software,55201515,Enterprise Management Software,5520151525,Customer Relationship Management Software,5.52015E+11,Diversified Customer Relationship Software,6.289999962,6.949999809,7.050000191,1004.092,1.528932708,48.530804
SNDK,SanDisk Corporation,12/31/2008,2170.830499,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152020,Data Storage Hardware,5515202015,Data Storage Media,5.5152E+11,Data Storage Media,2.75999999,6.190000057,5.980000019,3351.352,14.87559256,-13.98775166
HSH,Sara Lee Corp.,12/31/2008,6809.372725,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,3.450000048,5,3,13439,92.39160839,4.77118578
SGP,Schering-Plough Corp.,12/31/2008,27690.78,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,-,-,-,18502,11.31620795,45.81133265
SLB,Schlumberger NV,12/31/2008,50546.28877,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152025,General Computer Hardware,5515202515,Diversified Technology Hardware,5.5152E+11,Diversified Technology Hardware,5.590000153,5.670000076,8.090000153,27162.933,22.19386074,16.69659952
SNI,"Scripps Networks Interactive, Inc. Class A",12/31/2008,3602.551326,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101515,Television Cable and Broadcast Networks,1.5151E+11,US TV Cable and Broadcast Networks,-,-,-,1590.637,9.691264904,-
SEE,Sealed Air Corporation,12/31/2008,2358.764953,45,Non-Energy Materials,4520,Manufactured Products,452020,Other Materials,45202015,Diversified Materials,4520201510,Diversified Materials,4.5202E+11,Diversified Materials,4.820000172,3.829999924,4.28000021,4843.5,25.58637084,4.134416925
SHLD,Sears Holdings Corporation,12/31/2008,4858.75,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101510,Department Stores,5010151025,United States Department Stores,5.01015E+11,United States Department Stores,4.53000021,6.96999979,5.210000038,48564,350.1588398,-6.205458022
SRE,Sempra Energy,12/31/2008,10359.09,65,Utilities,6510,Utilities,651010,Energy Utilities,65101015,Natural Gas Utilities,6510101515,United States Natural Gas Utilities,6.5101E+11,United States West Natural Gas Utilities,5.389999866,5.5,6.070000172,10794,42.88120274,-3.513006168
SHW,Sherwin-Williams Company,12/31/2008,6992.848241,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102015,"Adhesive, Sealant, Coating and Paint Products",4510201520,General Coatings and Paints Makers,4.5102E+11,General Coatings and Paints Makers,2.319999933,3.809999943,3.059999943,7979.727,66.86367603,-0.319351249
SIAL,Sigma-Aldrich Corporation,12/31/2008,5157.504,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,4.619999886,4.369999886,4.96999979,2200.7,17.08618012,7.946240251
SPG,"Simon Property Group, Inc.",12/31/2008,12522.69,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,5.550000191,6.400000095,5,3780.599,16.34677584,3.555386095
SLM,SLM Corp,12/31/2008,4160.3317,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101525,Education Finance,3.0301E+11,Education Finance,4.519999981,3.109999895,2.119999886,9072.711,18.57278813,-16.13171392
SII,Smith International,12/31/2008,5015.434286,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102020,Oil and Gas Operations Support Activities,2510202040,Oil and Gas Well Servicing,2.5102E+11,Oil and Gas Well Servicing,5.519999981,4.670000076,4.079999924,10770.838,51.60251429,22.89402613
SNA,Snap-on Incorporated,12/31/2008,2262.063637,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102035,Tools and Outdoor Care Equipment,4010203525,Tools and Outdoor Care Building Hand Tool Products,4.0102E+11,Tools and Outdoor Care Building Hand Tool Products,6.659999847,4.820000172,4.96999979,2934.7,50.51118761,1.378333564
SO,Southern Company,12/31/2008,28771.2,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Electric Utilities,4.610000134,4.730000019,5.570000172,17127,22.09935484,11.554745
LUV,Southwest Airlines Co.,12/31/2008,6378.735971,40,Industrials,4015,Industrial Services,401530,Passenger Transportation,40153010,Air Passenger Transportation,4015301030,United States Air Passenger Service Providers,4.0153E+11,United States Air Passenger Service Providers,4.360000134,5.769999981,5.989999771,11024,14.91610284,11.79393571
SWN,Southwestern Energy Company,12/31/2008,9948.295277,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Other US South Fossil Fuel Exploration/Production,3.160000086,7.21999979,2.569999933,2253.409,6.508116783,79.53576161
SOV,Sovereign Bancorp Inc.,12/31/2008,1978.552813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4048.313,6.805153014,-19.20586383
SE.I,Spectra Energy Corp,12/31/2008,9617.14,25,Energy,2515,Downstream and Midstream Energy,251515,Midstream Energy,25151510,Natural Gas Pipeline and Storage Services,2515151015,US and Canada Natural Gas Pipeline and Storage,2.51515E+11,US and Canada Natural Gas Pipeline and Storage,-,-,-,5090,8.131410256,7.338675664
S.XX1,Sprint Nextel Corporation,12/31/2008,5228.31,-,-,-,-,-,-,-,-,-,-,-,-,5.920000076,6.670000076,5.420000076,35635,12.48598458,-11.24311938
STJ,"St. Jude Medical, Inc.",12/31/2008,11382.15169,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151010,Cardiology Medical Devices,3.52015E+11,Cardiology Surgical Devices,3.49000001,3.319999933,4.289999962,4363.251,12.47634121,15.45200312
SPLS,"Staples, Inc.",12/31/2008,12826.8808,20,Consumer Cyclicals,2015,Miscellaneous Retail,201515,Other Retail,20151520,Office Supplies and Stationery Retail,2015152010,Office Supplies and Stationery Retail,2.01515E+11,Office Supplies and Stationery Stores,6.429999828,6.159999847,5.849999905,22234.649,26.89895613,15.0018938
SBUX,Starbucks Corporation,12/31/2008,6981.48,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102515,Limited-Service and Fast Food Restaurants,1.5101E+11,"Snack, Coffee and Juice Shops",7.519999981,8.470000267,7.590000153,10237.7,7.001146016,4.223973886
HOT,"Starwood Hotels & Resorts Worldwide, Inc.",12/31/2008,3272.611946,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101010,Accommodation Providers,1510101025,"Hotels, Motels and Resorts",1.5101E+11,Full Service Hotels and Resorts,3.880000114,2.690000057,3.970000029,5907.8,31.93405405,-3.985047944
STT,State Street Corporation,12/31/2008,16973.16348,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102515,Other Securities Sales and Trading Services,3.0201E+11,Other Clearing and Settlement Services,7.489999771,7.679999828,7.360000134,12694,30.50708964,7.41242173
SRCL,"Stericycle, Inc.",12/31/2008,4439.969938,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151025,Other Healthcare Support Services,3515102520,Healthcare General Support Services,3.5151E+11,Healthcare General Support Services,4.610000134,5.230000019,3.690000057,1083.679,12.26771714,16.17896002
SYK,Stryker Corporation,12/31/2008,15836.18,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151015,Orthopedics Medical Devices,3.52015E+11,Joint Replacement and Reconstruction Devices,2.680000067,3.49000001,5,6718.2,16.24323017,10.7827779
