Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social
AZO,"AutoZone, Inc.",12/31/2008,8014.618027,20,Consumer Cyclicals,2015,Miscellaneous Retail,201510,Auto Retail,20151020,Motor Vehicles and Parts Sales and Rental,2015102015,"Automotive Parts, Accessories and Tires Sales",2.0151E+11,Automotive Parts and Accessories Stores,2.630000114,4.400000095,5.019999981
AVB,"AvalonBay Communities, Inc.",12/31/2008,4671.927359,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Apartment Equity REITs,4.670000076,6.199999809,4.869999886
AVY,Avery Dennison Corporation,12/31/2008,3219.539505,45,Non-Energy Materials,4520,Manufactured Products,452010,Forestry and Paper Products,45201020,Paper and Paper Products,4520102015,Printing and Stationary Paper Products,4.5201E+11,Printing and Stationary Paper Products,4.789999962,2.940000057,3.619999886
AVP,"Avon Products, Inc.",12/31/2008,10243.989,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,6.739999771,8.569999695,7.289999962
BHGE,Baker Hughes Inc.,12/31/2008,9909.63,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201510,Oil and Gas Field Equipment Manufacturing,2.5102E+11,Diverse Oil and Gas Field Equipment Manufacturing,5.590000153,4.670000076,3.5
BLL,Ball Corporation,12/31/2008,3898.311801,45,Non-Energy Materials,4520,Manufactured Products,452015,Containers and Packaging,45201510,Metal Packaging Products,4520151010,Metal Cans and Closures Manufacturing,4.52015E+11,Metal Cans and Closures Manufacturing,2.99000001,3.5,4.170000076
BAC,Bank of America Corporation,12/31/2008,70645.49314,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201010,Other United States Commercial Banks,3.0102E+11,Other United States Commercial Banks,4.329999924,4.75,3.450000048
BK,Bank of New York Mellon Corporation,12/31/2008,32536.07858,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102515,Other Securities Sales and Trading Services,3.0201E+11,Other Clearing and Settlement Services,4.380000114,3.769999981,4.289999962
BAX,Baxter International Inc.,12/31/2008,33011.06251,-,-,-,-,-,-,-,-,-,-,-,-,7.510000229,7.840000153,7.340000153
BBT,BB&T Corporation,12/31/2008,15356.95008,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States South Atlantic Commercial Banks,5.090000153,5.190000057,8.039999962
BDX,"Becton, Dickinson and Company",12/31/2008,16393.84117,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,6.139999866,6.349999905,7.429999828
BBBY,Bed Bath & Beyond Inc.,12/31/2008,6602.2095,20,Consumer Cyclicals,2025,Consumer Retail,202520,Home Improvement Retail,20252015,Furniture and Home Furnishings Stores,2025201520,Home Decor and Furnishings Stores,2.0252E+11,Home Decor and Furnishings Stores,2.980000019,3.730000019,4.150000095
BMS,"Bemis Company, Inc.",12/31/2008,2361.089963,45,Non-Energy Materials,4520,Manufactured Products,452020,Other Materials,45202015,Diversified Materials,4520201510,Diversified Materials,4.5202E+11,Diversified Materials,3.579999924,3.829999924,4.170000076
BBY,"Best Buy Co., Inc.",12/31/2008,11621.48919,20,Consumer Cyclicals,2025,Consumer Retail,202515,Electronics and Entertainment Retail,20251510,Electronics Retail,2025151025,General Electronics Retail,2.02515E+11,General Electronics Retail,4.739999771,6.289999962,5.199999809
BIG,"Big Lots, Inc.",12/31/2008,1178.22537,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,1.559999943,5.880000114,4.920000076
BIIB,Biogen Inc.,12/31/2008,13719.63098,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,2.980000019,4.78000021,4.139999866
BJS,BJ Services Co,12/31/2008,3408.13014,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102020,Oil and Gas Operations Support Activities,2510202040,Oil and Gas Well Servicing,2.5102E+11,Oil and Gas Well Servicing,3.920000076,2.329999924,4.96999979
BDK,Black & Decker Corporation,12/31/2008,2512.476874,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102035,Tools and Outdoor Care Equipment,4010203525,Tools and Outdoor Care Building Hand Tool Products,4.0102E+11,Tools and Outdoor Care Building Hand Tool Products,5.840000153,6.440000057,6.03000021
BMC,"BMC Software, Inc.",12/31/2008,4975.659,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153520,Diversified IT Infrastructure Software,5.52015E+11,Diversified IT Infrastructure Software,5.349999905,7.449999809,7.699999809
BA,Boeing Company,12/31/2008,31003.9885,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101010,Aerospace Equipment,4010101010,Aviation Equipment,4.0101E+11,Aircraft Manufacturing,6.300000191,6,7.829999924
BXP,"Boston Properties, Inc.",12/31/2008,6664.936025,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Office Equity REITs,5.789999962,7.199999809,5.269999981
BSX,Boston Scientific Corporation,12/31/2008,11622.66016,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151010,Cardiology Medical Devices,3.52015E+11,Cardiology Surgical Devices,3.779999971,2.50999999,3.480000019
BMY,Bristol-Myers Squibb Company,12/31/2008,45895.5,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,6.460000038,8.229999542,6.130000114
BRCM,Broadcom Corporation Class A,12/31/2008,8298.63546,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102040,Specialized Semiconductors,5510204020,Other Specialized Semiconductors,5.5102E+11,Other Specialized Semiconductors,6,5.5,4.940000057
BF.B,Brown-Forman Corporation Class B,12/31/2008,7769.126782,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151010,Alcoholic Beverage Production,5.01515E+11,Distilleries,4.690000057,6,4.5
BNI,Burlington Northern Santa Fe LLC,12/31/2008,25679.39351,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102010,Rail Transportation,4.0151E+11,United States Class I Railroad Transportation,4.480000019,5.590000153,4.46999979
BCR,"C. R. Bard, Inc.",12/31/2008,8374.855865,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,2.769999981,4.239999771,4.159999847
CHRW,"C.H. Robinson Worldwide, Inc.",12/31/2008,9379.14811,40,Industrials,4015,Industrial Services,401515,Delivery and Logistics Services,40151520,Logistics and Supply Chain Service Providers,4015152010,Logistics and Supply Chain Service Providers,4.01515E+11,Logistics and Supply Chain Service Providers,4.139999866,5.429999828,6.46999979
CA,"CA, Inc.",12/31/2008,9527.804838,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153520,Diversified IT Infrastructure Software,5.52015E+11,Diversified IT Infrastructure Software,6.309999943,8.06000042,7.210000038
COG,Cabot Oil & Gas Corporation,12/31/2008,2687.335768,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151010,Other Americas Fossil Fuel Exploration/Production,2.51015E+11,Pan-Americas Fossil Fuel Exploration/Production,-,-,-
CAM,Cameron International Corporation,12/31/2008,4446.301437,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201510,Oil and Gas Field Equipment Manufacturing,2.5102E+11,Oil and Gas Wellhead and Pressure Control Products,5.289999962,5,5.960000038
CPB,Campbell Soup Company,12/31/2008,10713.57,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151530,Other Food Production,5.01515E+11,"Other Soups, Sauces and Condiments Production",3.619999886,3.5,5.099999905
COF,Capital One Financial Corporation,12/31/2008,12494.40614,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101520,Credit Cards,3.0301E+11,Credit Cards,4.440000057,3,3.329999924
CAH,"Cardinal Health, Inc.",12/31/2008,12395.412,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151020,Healthcare Distributors,3515102020,Other Pharmaceuticals Distributors,3.5151E+11,Other Pharmaceuticals Distributors,4.260000229,5.75,5.829999924
CCL.U,Carnival Corporation,12/31/2008,19091.2,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101010,Accommodation Providers,1510101010,Cruise Lines,1.5101E+11,Ocean-Going Cruise Lines,4.889999866,3.130000114,3.359999895
CAT,Caterpillar Inc.,12/31/2008,26870.19505,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102025,Natural Resource and Construction Machinery Makers,4010202530,Natural Resource/Construction Machinery Products,4.0102E+11,Natural Resource/Construction Machinery Products,4.760000229,5.989999771,4.230000019
CBRE,CB Richard Ellis Group Inc.,12/31/2008,1133.291658,30,Finance,3025,Real Estate,302515,Real Estate Investment and Services,30251510,Other Real Estate Investment and Services,3025151010,Commercial Real Estate Services and Brokerage,3.02515E+11,Commercial Real Estate Services and Brokers,5.789999962,5.75,5.559999943
CBS,CBS Corporation Class B,12/31/2008,5493.852,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101510,Other Entertainment and Programming Providers,1.5151E+11,General Entertainment and Programming,1.940000057,4.139999866,4.769999981
CELG,Celgene Corporation,12/31/2008,25380.68589,35,Healthcare,3510,Biopharmaceuticals,351010,Non-System-Specific Biopharmaceuticals,35101015,Oncology Biopharmaceuticals,3510101520,Other Oncology Biopharmaceuticals,3.5101E+11,Other Oncology Biopharmaceuticals,2.359999895,3.609999895,3.470000029
CNP,"CenterPoint Energy, Inc.",12/31/2008,4366.52,65,Utilities,6510,Utilities,651010,Energy Utilities,65101015,Natural Gas Utilities,6510101515,United States Natural Gas Utilities,6.5101E+11,United States Natural Gas Utilities,4.329999924,4.389999866,4.929999828
CTX,Centex Corp.,12/31/2008,1286.090667,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,2.529999971,1.879999995,2.849999905
CTL,"CenturyLink, Inc.",12/31/2008,2740.576313,60,Telecommunications,6010,Telecommunications,601015,Wireless and Wireline Telecommunications Services,60101515,Wireline Services,6010151530,United States Wireline Services,6.01015E+11,Other United States Wireline Voice Services,4.590000153,4.329999924,5.440000057
CEPH,Cephalon Inc,12/31/2008,5295.4709,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,-,-,-
CF,"CF Industries Holdings, Inc.",12/31/2008,2378.930269,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102020,Agrochemical Products,4510202010,Fertilizers Manufacturing,4.5102E+11,Nitrogenous Fertilizer Manufacturing,-,-,-
SCHW,Charles Schwab Corporation,12/31/2008,18710.30666,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102510,Brokerage Services,3.0201E+11,Retail Brokerage Services,3.839999914,3.730000019,5.239999771
CHK,Chesapeake Energy Corporation,12/31/2008,9819.978923,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Mid-Continent Fossil Fuel Exploration/Production,3.75,6.21999979,4.039999962
CVX,Chevron Corporation,12/31/2008,148253.0251,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101520,Other Fossil Fuel Exploration and Production,2510152025,Multinational Fossil Fuel Exploration/Production,2.51015E+11,Multinational Fossil Fuel Exploration/Production,6.679999828,6.170000076,5.5
CB.1,Chubb Corporation,12/31/2008,17964.98526,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Diversified Commercial Insurance,3.119999886,3.920000076,4.579999924
CIEN,Ciena Corporation,12/31/2008,606.1543801,55,Technology,5515,Hardware,551515,Communications Equipment,55151535,Wide Area Networking Equipment,5515153530,Other Wide Area Networking Equipment,5.51515E+11,Other Wide Area Networking (WAN) Equipment,2.930000067,4.300000191,3.430000067
CI,Cigna Corporation,12/31/2008,4567.8665,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152035,Diversified Healthcare Services,3515203510,Diversified Healthcare Services,3.5152E+11,Diversified Healthcare Services,4.429999828,6.829999924,6.400000095
CINF,Cincinnati Financial Corporation,12/31/2008,4709.34,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Multi-Type Commercial Insurance,3.150000095,4.53000021,4.909999847
CTAS,Cintas Corporation,12/31/2008,3549.275554,10,Business Services,1010,Business Services,101020,Business Support Services,10102010,Facilities and Other Support Services,1010201015,Other Support Services,1.0102E+11,Linen and Uniform Supply Services,5.389999866,4.429999828,3.849999905
CSCO,"Cisco Systems, Inc.",12/31/2008,95583.2,55,Technology,5515,Hardware,551515,Communications Equipment,55151525,Other Communications Equipment,5515152510,General Communications Equipment,5.51515E+11,General Communications Equipment,7.420000076,7.300000191,7.21999979
CITGQ,CIT Group Inc. (Old),12/31/2008,1764.881543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C,Citigroup Inc.,12/31/2008,36569.95687,30,Finance,3020,Investment Services,302010,Investment Services,30201030,Diversified Investment,3020103010,Diversified Investment,3.0201E+11,Diversified Investment,5.630000114,5.900000095,5.340000153
CTXS,"Citrix Systems, Inc.",12/31/2008,4243.91992,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153530,Network Infrastructure Software,5.52015E+11,Network Administration Software,5.349999905,7.449999809,7.440000057
CLX,Clorox Company,12/31/2008,7724.058486,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,5.099999905,5.289999962,5.119999886
